file_name,text,source,duration_seconds,remote_url
00121.wav,Thế là hôm đấy mọi người đang tập giữa chừng thì là có Taylor Swift tới thế là tất cả mọi người đều bị mời rời khỏi phòng gym và một trong những người đang tập hôm đó thì có cả Justin Bieber. Thì cái này là một chuyện lặt vặt vui vui mình tình cờ đọc được thoáng qua thôi không biết thật giả thế nào. Nhưng mà mình cũng kể cho các bạn để thấy được là khi một cán cân rất là to nặng thì cái bên ngược lại cũng sẽ cần một cái gì đó khá là nặng để cân lại. Ví dụ như là nhu cầu bao nguyên một cái phòng gym của Taylor Swift.,1,27.54,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/451/audio/audio.wav?Expires=1779855903&Signature=s3FUsLJ7iIRMdZbLFjWVZSkwgZ4DZhsIB33Ua-gOUNwGicvuRbPpX0sJ1Xlbb7WRVvpoqAiSt4JKIi7KcUn-Z0A-x8qFsIEaFoseEVCoC3vM7ul32L~afkY-Jt3xkrQoA1XhYJP3~6Ze0eD0c9JiWVgIwxfPFivOhOaS~r-Cn3FOa5gHB6PsJA9TESsPV-HC0PcgwDjpL2S~CSQeUiLtFWclvnylmSOO1BcgM0M-e~S6Zf822N0Rzla3yXYSK3MwoARtHrkHA1dbeO4JEd6GzYzXLHuPV9hXuYe~eW~T-IkYpyngdLbFADK~K-CLZCuFP40yrP4IdRQic9cAM~phzg__&Key-Pair-Id=K204OQ5RWQVDLD
00122.wav,"Tuy là tương xứng với mức độ nổi tiếng của cô ấy thôi thế nhưng mà lại là một cái chuyện khá là lạ lùng đối với hầu hết tất cả mọi người. Quay trở về câu chuyện của cá nhân mình thì công việc của mình là một sự tổng hợp thú vị của tất cả những thứ mà mình làm một mình. Làm video, viết post song song với những thứ lại rất là hướng ngoại thế như là đi sự kiện này đi chụp, đi quay thể hiện bản thân mình trước ống kính. Thế nhưng sau khi mình có một ngày hướng ngoại như thế thì mình sẽ cần một chút khoảng trời riêng của mình để cân bằng lại.",1,27.98,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/452/audio/audio.wav?Expires=1779855903&Signature=zeDF1fzP0evrxJ8HgcWrMbNFXdf2~NSaideZ~vQZUwVAmpk5X0rrG6raIVaZ8mZStk1XRUNBmOI7IbkEsN~NGEILqTaf-qPewh5QrbcOoeaazNijS~vwQKkIqqVON5ubZBrJe-ZicIEbLx45HRSyDT4Oe1A~tPZqfxeO-mBk62pjdDvSeN8PilOyDlaO6jXfoUi5S6HJkVgrRBWiQ61-nAgB91dNKwk09-oafHYsWuIx~uEOjVB3H4I-a5YJp2nMxI81pp64lBl7gD1ezYEPp8OaGN8-iMXcAA~-J9Js~lOOTruc6c-jqUwpfRGLH9BIptkEXA~EmgjlvgRuiRIhNA__&Key-Pair-Id=K204OQ5RWQVDLD
00123.wav,"Mỗi đêm mình cần phải có không gian riêng để tắm rửa, nghỉ ngơi chăm sóc da một chút nói chuyện với chồng những câu chuyện riêng tư gia đình thôi. Nó giống như một nghi thức vậy đó. Vừa là thói quen vừa là nhu cầu và mình cảm thấy rất là khó vận hành khi mà cái nghi thức đó của mình không được thực hiện theo cái cách mà mình muốn.",1,17.5,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/453/audio/audio.wav?Expires=1779855903&Signature=SeDFxSPSs9QXpSdqjaIcOertmQqYD7PA6FgTYta9cau9~WIkcNZ1~Ayr~iiNYFp1lYNcGEEeTZUJYIocBge7agAAtj5wpH6qh2QCNqeW8jfOtV0iU7GcbMDAN7xj57V88fZEB5L5PTYDIurE3hUAgFeng40vzVyhw~9AlQiBOPR96T1LiFAvjt9g4DhlFwogJh59xI95VvzGYHNVkAkknoOwQaE~5ngkzBJdclf35Xpi~2N3DPzwLCljTgy3qeVIvvHpI8RcdovHAT3VQNAEStn0DOptvqbFw9Jap4ZxQO8ykB27Pz9inM3GyTPQz-ila2RVQ461tAq3aK4drtjdVQ__&Key-Pair-Id=K204OQ5RWQVDLD
00124.wav,Mình biết là sẽ có một người cảm thấy những nghi thức kiểu như thế là khó khăn quá thậm chí là da vẻ quá thế nhưng mà mình thực sự tin rằng để hình ảnh xã hội của một người có thể vận hành một cách hiệu quả và đẹp đẽ đấy thì phiên bản riêng tư của họ phải được tôn trọng và ưu tiên theo cái cách mà nó cần. Và chỉ có chính chúng ta mới biết là chúng ta cần gì.,1,19.48,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/454/audio/audio.wav?Expires=1779855903&Signature=JuEvRWQZMJVIkz-sy2SUoaGL58IY4aVfMJescXgkDefvYe~no0hzlV2U6U~6MWLwTgCyibmsjiysZzYhDcIozU0-2iI~5Ob9kjU0OIAizXQPdU1KuZt4x3lvSZsLS3qhBdoPAXkHkAgNkbB5ekopWy8FO~JUwCI0r7aBwkwVm3opCeFXZvUgeFlAYgw1GzDoHGwcgwr771kJlyDOUob6YovZ8dZ6xDCTRIlIbH7l64SobdIEi8R8zMFp3MgGcgcnVlqetC2HgHiw3a56wTZW3emXB9wb4wMVlhTZTyfgTSWZAXhWMSBHOID-Zw2IpMrXMYx5gwaDxCxOWL5FBaX7iA__&Key-Pair-Id=K204OQ5RWQVDLD
00125.wav,Có thể là chút yên tĩnh vào buổi sáng có thể là góc làm việc không có cái sự phân tâm có thể là một ngày cuối tuần không gặp bất cứ ai chỉ dành thời gian cho bản thân mình thôi hoặc cũng có thể là một phòng stream chống chơn không có bất cứ một ai giống như là Taylor Swift chẳng hạn. Chúng mình phải chăm sóc cái phiên bản mà chúng mình nhìn thấy mỗi khi mà nhìn vào gương trước đó sau đó mới hoàn thiện cái hình ảnh mà chúng mình thể hiện ra bên ngoài. Mình nghĩ vậy. Thế còn bạn thì sao? Bạn có bao nhiêu hình ảnh và phiên bản của mình? Thử suy nghĩ một chút về điều đó nhé.,1,29.42,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/455/audio/audio.wav?Expires=1779855903&Signature=qjTsClDvKK1irO2RHu1idH0IFV6AnBzTKM~cZ-ERqJoz7vOywAQg1y8fjVQSgQr80~gDYKz6y8zikNKRzjqi30QKY6wEjR2P0e~EYKLIKUxhjH~kGLvuucciMihrqfOkfx~c5iMVwxgFfbshENpU44I4Zx5F1T3moI8l03cf6mn5a~JwXCJ8q~NgQ2HJHN-pJF6L3Kv~3LFUFgzA7LV1APyKWgfme5UqiZ8QP5GOcmxEnhtcx76oh~XzYYY29BYZDQcvIYsx3aRSXnm7uZuBsiEQAPjA-0I2DpUMDvgmldhX8vptrmpr7yBrLyg2awel3k3w8J~iKb7Kcuc63WBO1w__&Key-Pair-Id=K204OQ5RWQVDLD
00126.wav,Cảm ơn các bạn đã dành thời gian để lắng nghe podcast lần này và tạm biệt các bạn. Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,1,5.56,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/456/audio/audio.wav?Expires=1779855903&Signature=cgADKA6YxRgDWchSbg6GdbXCqtlDDDsSGh0e3l6E9LRT6plMBtuAPvAG~EOfKbxAAgXHqc7lbW9uzhZHSPZ6cfb9hIBPONxTmb6r57kJsH3TOC7wb8oNO-zRI7WdHQiMfBfm9nrXYFnzAg9o64FY8JSQUkm-O-hgnvl8-6VuwRIcGW6MAvAkwYqgeQeh45NpwOLgDX5JpTSGmqHDSRaOrE2n7nkf9j0S2kJU-DSCYImS-SCzaKQhmyQGJprMBZ16wsUs-J2XT2DUc3clPu5P-B7a54zsJMGY53d4mr1RsKrFR02qeNmgNFvAmgSGRI85JeeDZVX-hPPiyvxJRFC5-Q__&Key-Pair-Id=K204OQ5RWQVDLD
00127.wav,"Thời gian và sức lực là những thứ có hạn Không có thể có nhiều hơn được Lấy ví dụ nó như một bình nước một lít Dung tích nó một lít và nếu mà bạn giữ được sức khỏe tốt Thì nó bảo toàn một lít, không có bị hao hụt đi Nhưng mà tối đa cũng chỉ có một lít thôi, không thể nào mà thêm được Mỗi ngày bạn có một lít nước như vậy Bạn phải lựa chọn phân phối và giót vào các hũ trách nhiệm khác nhau Mỗi hũ tối đa giót được một lít tương ứng với 100 % thời gian và sức lực của bạn Đúng không?",1,22.5,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/457/audio/audio.wav?Expires=1779855903&Signature=zuxrYDe3wVZ3biG42xPlGuuyH8VzENE8EEJtMm2ZmbhL6ICf7KHN2yN7fv3Vhb0m4r7WJaq2L4vl2f74v8grsFIbCDW78YXpHRj3XJTYUr69JBC5BWMmxmc7rSs8aOCljTqt0Wp3WKUP9Y6xeJhUR6W~d~ZGINGVN3F~x10N47LT4ev~b1ZaTG-93QWa1g963KQ8eOT9PGnWgcNdVGby3WrIIYTuyu6IpVRfr4XQnPn78MvrukDoQzhdvD8SGVX5Ey-ve-~9vBUOoD6LqaC0LKtobEC-R5L9tJzV45bUS3f5saKlNNSx2FpRYBZfpt4x-grFiYskf15HgtgK7W4zFw__&Key-Pair-Id=K204OQ5RWQVDLD
00128.wav,"Đối với một học sinh chẳng hạn Thì bạn ấy chỉ cần giót 100 % toàn bộ nước vào cái hũ học tập thôi Bởi vì cuộc sống lúc đó chỉ cần có thế Cho đến khi cuộc sống bắt đầu phức tạp hơn Ví dụ như là khi mà mình đi học thạc sĩ Thì ngoài cái hũ học tập mình còn cái hũ làm thêm nữa Bởi vì tiền Ai cũng cần tiền mà, đúng không?",1,15.62,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/458/audio/audio.wav?Expires=1779855903&Signature=UwV9dlRXOZ7u1GqMXxsfpVRpawBZsmooro9rkPDHZNUx~i1giQQ5beZSvqT7vqDoNISNiDK05xDG6~ZLkPcv7h~hoZgaqyq9GxTCv0J7G0u33wcE6tFbIEP~f6hcRsVu~wy~Oz3uTBgZ~sC1YlSQCQgM0N1sUvuVwvyteAQhVM~I3b3r1gloOm4z~V-OxH720FmhU8c8ICZT0y1EYtB6RqMAziPUET04PQFukzjZ6pllmhJgvcskyCR2xpJTfIjt2Rgq5Up0iqh7pgGZ0tETrt1lJ4ctUu0lbWO~KP3rNqnuZ7xLNU2EMJ7YwRG7l5lF1LKZqxEuAzNjjM4mg1bTEQ__&Key-Pair-Id=K204OQ5RWQVDLD
00129.wav,"Là mình có được tất cả mọi thứ Thường người ta hay gọi những người phụ nữ như mình là Những người phụ nữ đa nhiệm, đa năng hay là cái gì đó Thì mình có được tất cả Đúng không? Có gia đình bạn bè Có sự nghiệp, có sự gần gũi với con Có sự thích riêng mình, có tất cả mọi thứ Thế nhưng mà cái mất của nó là gì?",1,15.26,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/459/audio/audio.wav?Expires=1779855903&Signature=Cyx5LhM6XL7TmsKCU0UGj1Lk-geCZ~8wzj98fCBnSCyZgLV4SOL1GlSRpqzEqmoauOo8~gy5QABU3Gcvf04ZzOAT1Hza5~u7sFadFwi0cx7IUUsMjGLZy3bScfzN1xiHttt6y~NL~nvpbBmV3WvWFoxyLeOhRBcvPQKsqh~bfEN5TlwalxVVNe5SoqbY75WvBCr4VRvSzMOKDa2PjLXhwC8OBIoCvrBhDQD0S6UOGMFX3ddQ5VRKfgCaMX2iK-4k8DaOKTdXDK3YwEq9hAJORVMXP~lar-nJ8JtPsUoDp4mG16USw3MjJNjJSwFSUmQA7w-OyuNeiAglh~uk8n36jQ__&Key-Pair-Id=K204OQ5RWQVDLD
00130.wav,"Chào bạn, cảm ơn bạn đã nhấn nghe Giang ơi Radio, nơi mà mình tản mạn về chuyện làm người lớn và chủ đề của ngày hôm nay là người lớn rút cuộc chúng ta đang theo đuổi điều gì. Hôm trước mình có xem được một series phim và trong đó có một tình tiết mà làm cho mình cảm thấy quá hứng làm podcast này.",1,23.64,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/460/audio/audio.wav?Expires=1779855903&Signature=dg6kwAB~UxY808SSKXFLTR6CTEok3gB3MQJzmmF~MOqOMYFlQgFPwnvaOlCzElhOI08uhdW7qdeIpizmFvNITS5Io-39ErmA8nX0hTxD1mJDhg5my~cAie4WjYfzIIYfSQOEf-id6QBXH9XoY5SJWG4lOCbsrsP9GzzJfFfx-6MsSpp-yS4IU4dgWro1cPPomwt9Hu3kbUvmctST0UfSSR7CWf85Ih-gshb1Rb9iad1JI~zwX83kVoPWk5jaYc6CxQFGJUYTfBjGWIHvF7almOSH0PiksCx24f46x1UDO0vUtmvE8ppd0iTAskZYF~9XVbmV7xMtHaDZ170gq90W4Q__&Key-Pair-Id=K204OQ5RWQVDLD
00131.wav,"Chuyện kể một nhóm bạn học đại học chung và chơi thân với nhau, sau đó ra trường và dù mỗi người có một con đường hoàn toàn khác nhau, với những nét tính cách cũng rất là khác nhau, và đường tình duyên cũng không ai giống ai hết, thế nhưng mà họ vẫn duy trì tình bạn với nhau và đi cùng nhau qua những cột mốc kiểu người lớn và rất là nhiều những hoang mang lồng ở giữa những cột mốc đó. Một series thì nó có nhiều tập, thế nhưng mà cụ thể thì trong cái tập mà mình xem ngày hôm trước có một tình tiết là cô diễn viên chính, cô ấy tỏ ra trầm ngâm ở trong hai buổi tụ tập cả nhóm.",1,29.0,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/461/audio/audio.wav?Expires=1779855903&Signature=lrMWjPwfHjC3KG14joWAEf65VRlcqxVcTjYaUPscfkqMFnDRD9AIoKNgtlyENLgqkvHDHu5f0tuPwr2PzP2p4a2HFfWu3SNzDrSdMIZNhPS3bGsz3NdwBnTsSDoEGdUJuqNI6SAjidd8~rQmG9I2oVbXVXTGhUISSzi5M8Kz4osr0t-ibe4Zp5Xi2hZUyq~AzCfFZ5dl2aTQQKFO~-Fm-eGHxB2Wh7dCifuqdh1IrMt~peXrws9wfEPw31wC9PtHlzMeIOmQuxLEZsA6MaVQ1KSf6OGHOMVVFE9N-x1KfHMHEbnsXBJX8ERspwzTCAGqYUDynYII8MuXKu3tMV~t0w__&Key-Pair-Id=K204OQ5RWQVDLD
00132.wav,"Bữa đầu tiên là có một cô khác ở trong nhóm thông báo là mang bầu với người bạn trai mới, hai người rất là hạnh phúc đón chờ đứa con, và điểm đặc biệt là từ đầu phim thì cái cô bạn đó luôn luôn là một người rất là thiếu nghiêm túc trong tình yêu, chỉ có yêu linh tinh thôi và không hề có ý định lập gia đình có con với bất cứ ai cả. Bởi vậy khi mà cô ấy thông báo là có bầu thì cũng có người hỏi là, ủa nhưng mà tao tưởng mày nói là không bao giờ muốn lập gia đình và có con cơ mà.",1,25.2,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/462/audio/audio.wav?Expires=1779855903&Signature=DC1yrzdmMansYvZB6hwLLLR6ncdil9yw7738ZrLeAvXqS2WhVBboaMfo7tffIXCyJdonh5OzS5HWc9InPU4LC2RnVGGgYAhrTGw0MEWqM-nTM31VJJuwphLrg9RG5rCcpV9defAyFDTrS8tUlwGhUYhAM4DM~oAdExESyJBnXDYF~jUDWoeUVet4ifr-nu9ZR2tpmEgdfU3Drydo4qLX9t2o7L1UgD1le5YvlX9WYGdrvbpASG~elg-0clzjFCtndfxcD0EynuY6ejHly-MqojSzcepyxTsFarTZAuvXzDtHm7yYSuFMHrifBo53QoUOayN-~4sGvAKMXKvJcMGSPA__&Key-Pair-Id=K204OQ5RWQVDLD
00133.wav,"Thì cô ấy mới trả lời là, thì đúng là ý định ban đầu của tao là tao sẽ không thể nghiêm túc và có con với bất cứ người đàn ông nào cả. Nhưng cho đến khi tao gặp người đàn ông này và tao muốn có con của người đàn ông này. Đó là buổi tụ tập thứ nhất. Còn buổi tụ tập thứ hai là đám cưới của một cô khác nữa ở trong nhóm. Mà trước đó thì cô này cực kỳ chật vật trong chuyện yêu đương bởi vì cô ấy quá là thành công, quá là cầu toàn.",1,22.08,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/463/audio/audio.wav?Expires=1779855903&Signature=JLqTM6VDNDDseZYLwmGrSInKWFKb6KqjHCTWvadGjV2FL0-iPz4UITxtxlAXOyQmboO1akjFFFCAiBEpg4iqKznGVmLDO6pkwynUzM-2Vs1oUfLlsVc5pMyM-CKd~7zDkUPgMJdrHwukZMeynBmGwKmHml3g8Y6HHxudbN0vPKuEwgbR-MEEQiAmfQL7dEaHjgOVrT8fVN2In6TXTh~NqIJ6XRTpByb13rzljCutZ3XkGXl3y-Mfzgh36bxNX5ojbga19gmRW5AdMA~sVZHgaKfg28Yi2XKySW5igvDuJv2I5AjoEnTiRQBnYWQSUWsPevwlDks7qoNyslq6TsdeoA__&Key-Pair-Id=K204OQ5RWQVDLD
00134.wav,"Và bất cứ một người đàn ông nào cô ấy từng hẹn hò, cô ấy cũng sẽ tìm được một cái điểm gì đó cô ấy chưa ưng ý. Và nếu có bất cứ một cái gì không hoàn hảo thôi thì cô ấy sẽ không thể tiếp tục yêu được. Cho đến khi cô ấy tìm được một cái người phù hợp và cũng là bên cạnh việc cô ấy có đủ thời gian cũng như là trải nghiệm để tìm thấy chính bản thân cô ấy nữa. Hai buổi tụ tập này thì đánh dấu hai cái cột mốc mà không ai ngờ là hai cô kia sẽ chạm tới nếu mà xét theo tính cách hai cô ấy từ đầu series tới giờ.",1,26.02,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/464/audio/audio.wav?Expires=1779855904&Signature=kSv~2oRuHGtqr1zsbFfETqpQyWZ6ar0Q6GjbsJiZ68Pg52IPUGF2ze4IxeP~G7xKIbRfyMEOWk4BCYWyhdK4LpZkBccW1HimrgGjqOcmeWHcEfrEYZ2MXVArKLUDYWn6aIRoNE8L5qIYh9io008iIsxQkm3hKDZTWF-5HcaZsl923-fDlHKTklE7k9MMm8Txh9enOmRjU7Es0R0mvQO9pn~uwvxxtW5yUEkzrTGvjK7AuV4Uno8RWBZpL1yXgd9QFwvXJBARicmLlxlv8d4t2N4wuMEPY-vGFm6LUO7S10C4Mg7GUmAwixX0hIq4dauBFsWMyVvqpNh~HSaXL3hstA__&Key-Pair-Id=K204OQ5RWQVDLD
00135.wav,"Thế thì tại hai cái buổi này thì cô diễn viên chính ấy, cô ấy có một khoảnh khắc chầm ngâm suy nghĩ. Tất nhiên là cô ấy rất là mừng cho bạn bè mình. Thế nhưng mà cô ấy tự nhiên có cảm giác là tất cả mọi người ở trong nhóm đang có những cái bước tiến mới và chỉ còn mình cô ấy rớt lại phía sau thôi. Cô ấy chưa có chồng này, thậm chí là chưa có một mối quan hệ mà cô ấy cảm thấy là sẽ tiến đến hôn nhân. Còn về sự nghiệp thì cái start -up của cô ấy cũng đang trong những cái bước đầu tiên với rất là nhiều thử thách khó đoán trước. Thì mình nghĩ đó cũng là tâm lý khá tự nhiên thôi.",1,29.28,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/465/audio/audio.wav?Expires=1779855903&Signature=q09DjATHE~MJATgjunCskZhq0U7q5DvK7pVJIRHpM929z3dqrwGxKoVlNuTpDLH1r4vu9P0XZfKRgb3F3Fwdgs0jDAn7CDkQf9wRyhuXZhJzXufxCGWQcc~rPtlQi44~Hu59C1KJhUM0VcKE1dk9qPVPJW663fec2YmBah4Pu3Org2CqTrGkDmESXbPlnbFDazqMAxrUjq0TVBK4W6Z2RkvBdXPbVTbwDQTaRxgPNK4QrzQ3GarBGgewRd7b1gOtNc6hm9fBDLPg0coAHw5pii-339YrUaGn9qNkS0apF8QkuDB3x4Xz1Uc3XCfwnEfLPj7EwU1Cu0hJrKn0y2sYQg__&Key-Pair-Id=K204OQ5RWQVDLD
00136.wav,"Và nếu mà mình hay bạn ở trong cái hoàn cảnh đó thì cũng khó mà không cảm thấy như thế. Cái áp lực đồng trang lứa là một trong số những cái áp lực rất là thật. Nó đẩy chúng ta, những cái người ngang ngang tội nhau, cùng thế hệ, cùng trường lớp, cùng học, cùng chơi với nhau vào một cuộc đua vô hình. Theo đuổi những cái cột mốc phổ biến nhất mà xã hội xung quanh thường nói với chúng ta. Những cái cột mốc đó là gì thì có lẽ khỏi nói các bạn cũng biết.",1,22.64,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/466/audio/audio.wav?Expires=1779855903&Signature=cm~25TR29Lo0o-vRA2zUj5dV4rQJFMPopaRUgwY8uoOID7N5IH0LEV6ICV62sN926EMgs1YEuyg09T6Vnixb00Nzc61P0qjWQKXLY9oXokO8qkXN6g-3T2y60B08hRSFlg7pvOaSn206kK2rYLmA0JurM-NidL-P2-NNeNgT-4Ni7fvrD3bjJzm5xweIOiLAui8POKy00frcLkpJtngEiMFt8J3lRA6I~66S8nAI0pClVp7Q-12-gxNW~U9v0yUVt2CahgBP3AIyZ8mibR33tTPZpsNK6095OSRbsAwVlEGC5prY93VQFp2OMYn5oKA-YCvsaw-kEQjimkShzFOP~A__&Key-Pair-Id=K204OQ5RWQVDLD
00137.wav,"Bắt đầu từ việc vào trường điểm, trường giỏi ở thời phụ thông, rồi là thi đỗ đại học, rồi thì ra trường có công việc tốt, rồi đạt được số lương cao, rồi lên trức, lên vị trí cao, rồi lấy vợ, lấy chồng, rồi có con, có con xong rồi có thêm con nữa. Rồi cái vòng lập thi đua đó nó xoay lại từ đầu cho thế hệ kế tiếp. Làm sao để lo được cho con vào trường tốt, rồi lo cho con thi đỗ đại học, rồi lo cho con kiếm việc, rồi lo cho con lấy chồng, lấy vợ. Lặp lại một vòng xoáy ít trang.",1,28.02,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/467/audio/audio.wav?Expires=1779855903&Signature=Cknhg~paE2wYP~JSfwGE6VtlKwLvXeaVevXOyevtJEu5kbBSMEYcHEi89~-s4wkxp4oaOjeJlh1m347KTahLEYiaZ3WdkhEByQ8B4q5Ed5OGJOwtXxOYotaB5lhvUKOEiry1t~qzQ6334JOkTfaonUrrIPpasDU6qdk2BQITHbW9DViXvNRIjasz013bnV6okqkkqHLNYx74LMII532awSHvOK5Wpy1lNqJPfQj5VP5bvwXmpHOSDXsDojR9W4msV43~FUvysDHImOza7dhcDhw7GOnvhdrPWKs6W8~9bYsxJpvnphUhoi~0CUBVKUsHthMyYQ8R1k3suHz9hCeT1Q__&Key-Pair-Id=K204OQ5RWQVDLD
00138.wav,"Và mình xin lỗi nếu mà mình làm cho tất cả mọi thứ nghe nó có vẻ thật là đen tối buồn thảm trong 2 phút vừa rồi. Thực ra có mục tiêu là một điều tốt. Bản thân cuộc sống của mình cũng đã có rất là nhiều mục tiêu. Mục tiêu đến từ áp lực xã hội có, mục tiêu chính mình đặt ra cho mình cũng có. Thế nhưng mà hình như có một cái gì đó mà chúng ta đang hiểu nhầm. Có một vướng mắt gì đó làm cho chúng ta cảm thấy không ổn trên con đường theo đuổi những cái mục tiêu mà xã hội nói là chúng ta nên theo đuổi. Trong phim ngày hôm trước mình xem thì có một chi tiết nữa.",1,26.86,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/468/audio/audio.wav?Expires=1779855903&Signature=jc8QZd-cSij66e8DwX7~O875I0Tc6TPaQHBBxLdNJSXR1XkB8BgQy-65pH1Qw0P3tb~3w-BwVNjWacYfx260BRR4g5WjqRBqUM79XfAu~x5GRT0FuL49kYr-MzdHZ2PjkkPLOvSSACi9qfWdwcGykIX3ispghFcJQXVw4~kPbaI2hqNlRInve7J3u9-d5Rh2KtCpEWGvnfrIfOLuFigjqSH-5Lr4Dira1044rzNk7jTMoLSpaR5ooliVFQrCjjaZUSW1ty~26enGYnnIoTqxrIGYcZpkrZJ7TMdDXkEUHAGCPNJBhwrKEoPbDjNWNXThlpiTRZlEcSvS8J4sVMRCRg__&Key-Pair-Id=K204OQ5RWQVDLD
00139.wav,"Khi mà cô nhân vật chính cô ấy đang nói chuyện điện thoại với bạn thân nhất của cô ấy ở trong nhóm thì cô ấy có nói là Trải qua tất cả những cái khó khăn chảy chật của tao, cố gắng đã rất nhiều, nỗ lực đã rất nhiều. Thực sự nhiều lúc ta chỉ muốn nhảy cóc thời gian, tua luôn đến cái giai đoạn cuộc đời mà mọi thứ đều ổn. Ta chỉ muốn cảm thấy ổn. Thế thì nói đến đây thì có thể một số bạn sẽ nghĩ là mảnh ghép còn lại cô ấy thiếu chính là nằm ở cái khúc cô ấy vừa chầm ngâm lúc nãy.",1,25.42,https://datasets-server.huggingface.co/cached-assets/cosrigel/vn_tts_medium_clean/--/6f33b707b6279d66adaacce854fa0d4c85f441d8/--/default/train/469/audio/audio.wav?Expires=1779855903&Signature=lK5362CZgrGz3Ued5FoUQCkzxp21fgrzMSFe3iFlkFvE~yDqdU9LjCFczghpEPwfVjI8UWyPBjMvrL1iNmGVAgqjOuGT9ntOT6Ay8B3zwatdqjHrp6DDakuIAHsUFpfYX4DuioG6eOHtDpvH8J1TgxX1EOnVme4~X1h8zInm-FZMlODfdtPf8bW8SeLcpFQaPbcaRtJPlPs~oGfSu1qPkP5g2YTsFsy980G3aLZXGiNajfifzH69U6ek-KPpS6ihvjwpjFjda5U8c6jAtDk~uOxCEDUZZuwT3gQL8DzB~y0KAuK4mUQd7SuFrr5yyLSv20cXh5s2N5yqZKqe2R~TsQ__&Key-Pair-Id=K204OQ5RWQVDLD
